keyword_text,match_type,clicks,impressions,conversions,cost_eur,conversion_value,quality_score
converse all star,broad,83,2565,3,305.51,524.17,4
affordable shoes,exact,114,899,7,430.05,2068.17,10
waterproof shoes,broad,104,3541,1,517.29,147.49,5
brand shoes,exact,34,538,2,79.07,482.59,9
shoe colors,phrase,28,1223,2,83.56,408.32,6
walking shoes,exact,54,815,4,223.6,542.49,10
training shoes,phrase,116,2813,9,486.66,1019.85,8
shoe buying guide,exact,40,287,3,62.42,660.49,8
casual shoes,exact,106,1710,8,130.19,1740.14,7
walking shoes,exact,42,369,0,180.35,0.0,9
winter boots,exact,142,1644,3,182.21,1424.35,7
wide fit shoes,broad,346,9014,7,1431.48,2715.84,3
gym shoes,broad,297,9223,4,286.37,553.44,4
women sports shoes,phrase,256,4579,14,1025.37,6633.91,5
nike air max,exact,53,883,0,159.2,0.0,9
basketball shoes,exact,51,560,4,165.07,1982.93,8
narrow shoes,phrase,17,750,0,68.75,0.0,5
formal shoes,phrase,63,3175,  1  ,222.59,327.77,7
converse all star,broad,220,5745,8,563.3,1446.23,4
kids shoes,exact,54,595,2,43.65,368.34,7
vans sneakers,exact,77,526,2,241.8,526.68,10
skechers memory foam,phrase,123,3708,7,553.42,2822.8,7
shoe shop,phrase,28,705,2,132.52,382.73,6
waterproof shoes,exact,205,1639,13,115.49,1103.17,9
shoe promotion,phrase,100,4395,8,224.99,3903.58,6
shoe shop,exact,120,916,3,482.15,"280,92",9
formal shoes,broad,20,1724,0,51.5,0.0,3
kids shoes,exact,55,519,1,192.78,59.65,9
shoe models,broad,226,7783,13,"345,57",3423.4,6
work shoes,phrase,199,3090,10,537.01,2745.91,8
shoe sale,broad,181,6226,11,243.14,3748.24,  6  
shoe store,phrase,114,3479,2,251.91,778.37,6
shoe shop,phrase,115,2201,9,292.87,3432.16,7
kids shoes,phrase,34,1071,1,20.93,121.51,6
shoe store,exact,162,1476,3,567.37,1425.71,8
kids shoes,broad,78,7080,1,268.54,380.6,6
gym shoes,exact,40,291,3,129.48,657.85,9
shoe discount,phrase,222,4934,11,961.47,2380.16,5
shoe models,broad,195,8992,2,703.01,782.24,  6  
adidas ultraboost,exact,176,1586,9,745.46,3812.89,8
crossfit shoes,broad,37,1241,2,68.94,557.5,3
running shoes,phrase,205,4675,14,1010.22,2967.54,7
shoe sale,broad,122,6079,3,603.54,1395.38,6
men shoes,phrase,56,1144,1,274.6,437.3,5
formal shoes,broad,142,3730,12,"565,08",4735.04,4
shoe comparison,phrase,189,4209,10,894.88,2821.31,7
shoe models,phrase,330,4461,18,434.97,1264.02,6
gym shoes,phrase,296,4698,24,175.53,10484.79,5
formal shoes,broad,17,2617,0,17.75,0.0,4
hiking shoes,phrase,37,1025,1,160.93,128.38,5
tennis shoes,exact,117,899,10,76.94,676.36,9
nike air max,phrase,108,4049,4,467.62,1082.7,7
nike air max,broad,40,5660,3,91.32,613.94,6
shoe discount,broad,117,4210,2,389.25,262.17,5
crossfit shoes,broad,87,2533,2,46.93,779.17,-4
converse all star,phrase,195,2616,17,141.76,2971.42,5
women sports shoes,broad,43,3187,0,28.22,0.0,3
BRAND SHOES,phrase,73,1483,5,45.82,1954.02,7
shoe colors,exact,113,1061,5,73.12,1397.63,9
shoe comparison,exact,84,824,1,259.68,336.67,9
luxury shoes,broad,42,3143,2,77.23,695.94,6
shoe brands,phrase,247,4646,23,756.44,6157.6,6
shoe clearance,exact,97,1464,1,319.83,334.37,10
training shoes,broad,218,5597,12,1011.85,1365.49,5
waterproof shoes,exact,44,335,3,140.87,334.17,7
formal shoes,broad,47,1384,4,44.92,1145.1,5
converse all star,broad,59,5210,1,276.3,132.51,5
training shoes,phrase,105,1474,;1;,287.55,167.82,6
shoe models,phrase,34,707,0,123.81,0.0,7
training shoes,phrase,93,1783,8,364.82,2425.8,7
puma running,exact,157,1395,2,274.0,224.46,8
climbing shoes,broad,75,9090,6,62.8,520.56,5
narrow shoes,phrase,44,2205,3,202.55,1311.69,5
shoe colors,phrase,90,1901,1,236.57,352.74,-7
men shoes,broad,84,9507,7,72.3,3402.53,5
shoe discount,phrase,62,3015,3,93.03,270.79,5
shoe comparison,exact,131,1755,11,491.27,3738.01,9
adidas ultraboost,broad,44,2669,"1,00",97.05,490.95,3
tennis shoes,phrase,118,2140,10,"586,86",986.33,5
puma running,exact,109,1610,7,449.04,2828.66,10
shoe outlet,phrase,191,3440,11,285.47,2902.88,6
adidas ultraboost,broad,319,9900,26,1554.29,2946.08,6
shoe discount,phrase,161,2808,3,315.25,1111.13,6
shoe reviews,broad,43,4037,1,207.05,60.17,4
shoe promotion,phrase,69,1181,4,331.55,1620.2,8
kids shoes,broad,141,4658,8,206.33,552.41,5
tennis shoes,exact,87,957,8,385.47,3493.59,8
waterproof shoes,exact,25,212,2,76.75,753.57,8
reebok nano,phrase,89,1597,6,354.94,2332.01,8
formal shoes,broad,"72,00",4374,5,310.76,1072.02,5
puma running,broad,156,8151,14,421.06,827.19,4
women sports shoes,broad,253,9003,11,1053.18,3618.58,3
winter boots,exact,105,728,4,468.56,1547.23,8
vans sneakers,broad,59,2602,0,50.43,0.0,5
shoe sale,phrase,72,1726,5,68.32,1735.79,8
shoe brands,phrase,325,4593,17,1088.13,3467.8,5
basketball shoes,exact,188,1294,6,320.72,2008.11,7
shoe reviews,phrase,261,3988,18,,2258.99,8
shoe store,phrase,142,3441,8,497.85,2875.06,6
formal shoes,broad,121,6567,4,603.61,204.35,6
waterproof shoes,broad,49,8866,2,176.65,648.91,3
shoe discount,phrase,47,1053,4,48.56,475.55,7
basketball shoes,exact,204,1814,12,483.8,5675.78,10
work shoes,phrase,119,3681,5,554.46,333.28,5
shoe brands,exact,261,1763,12,769.71,2622.69,9
crossfit shoes,exact,97,840,2,461.29,966.39,10
brand shoes,phrase,131,2760,5,428.85,1522.91,6
luxury shoes,phrase,133,4178,3,501.95,1496.68,8
casual shoes,phrase,179,,17,94.77,8451.1,5
narrow shoes,phrase,50,1749,3,204.03,997.98,7
narrow shoes,broad,203,7340,2,536.88,779.62,3
summer sandals,broad,29,2207,2,95.07,549.56,3
discount shoes,phrase,179,4319,9,857.42,1436.83,7
vans sneakers,phrase,81,1440,1,286.86,174.56,6
summer sandals,broad,20,1532,0,40.32,0.0,3
reebok nano,broad,313,9578,10,343.07,4382.47,3
casual shoes,phrase,196,4076,4,301.54,416.32,5
affordable shoes,exact,48,527,1,48.32,230.4,7
shoe colors,phrase,72,2658,0,216.24,0.0,5
brand shoes,broad,53,7189,3,149.37,1155.74,4
tennis shoes,broad,130,  3451  ,7,634.95,2267.55,5
converse all star,phrase,112,3056,3,381.38,1328.81,6
trail running shoes,broad,133,3572,8,290.42,3541.39,6
narrow shoes,exact,145,1604,2,258.68,289.45,7
running shoes,exact,229,1982,782.29,1068.16,3965.15,7
shoe buying guide,broad,78,2727,5,271.88,2209.13,4
shoe discount,broad,116,6362,10,458.98,2885.68,5
shoe models,phrase,119,3517,5,494.66,422.09,8
shoe brands,exact,148,1813,2,156.41,305.71,8
vans sneakers,phrase,121,2050,10,225.19,4617.19,6
shoe outlet,phrase,119,1980,1,234.1,431.46,6
shoe ratings,phrase,160,3684,4,748.99,1733.11,7
kids shoes,phrase,86,3067,1,358.55,261.78,6
shoe colors,broad,36,4992,1,148.43,166.05,3
brand shoes,exact,96,1133,2,293.9,992.87,7
leather shoes,exact,36,258,1,19.84,63.03,7
brand shoes,phrase,89,2605,3,191.54,1426.94,5
shoe outlet,phrase,203,3993,5,703.16,505.4,6
waterproof shoes,broad,178,8399,5,886.26,1283.85,4
online shoes,phrase,179,2720,5,714.15,2218.03,5
shoe sizes,phrase,;304;,4986,28,1323.95,9681.4,6
vans sneakers,broad,103,5765,9,401.02,3096.26,6
adidas ultraboost,exact,178,1852,11,857.97,3406.42,9
work shoes,broad,32,1046,0,45.83,0.0,6
shoe comparison,broad,60,2626,1,222.62,"133,32",4
training shoes,exact,137,1768,2,363.79,705.83,8
affordable shoes,broad,39,1112,3,112.79,548.36,5
brand shoes,exact,94,856,7,-187.57,827.22,10
skechers memory foam,exact,92,651,7,76.66,1899.47,10
shoe shop,phrase,33,1051,,120.82,613.01,7
men shoes,phrase,170,4757,10,150.06,509.59,8
trail running shoes,phrase,68,1027,4,126.17,355.03,8
nike air max,phrase,119,2585,4,314.09,1210.79,7
kids shoes,phrase,88,2377,1,351.27,307.9,5
skechers memory foam,phrase,39,817,2,187.72,458.48,5
casual shoes,phrase,39,525,3,136.62,,7
wide fit shoes,phrase,120,3043,1,344.64,269.91,8
waterproof shoes,exact,124,1127,10,528.59,1477.44,8
running shoes,phrase,79,2010,4,220.33,1685.49,5
shoe ratings,exact,128,-1575,11,356.26,2978.24,9
luxury shoes,exact,95,1189,5,292.27,564.32,8
hiking shoes,broad,86,4405,2,279.3,400.7,4
skechers memory foam,broad,309,9307,6,715.71,912.09,5
shoe reviews,phrase,176,2551,4,492.84,815.82,6
nike air max,broad,81,3237,1,257.15,175.34,4
leather shoes,broad,70,6474,3,180.41,"1372.33",5
work shoes,broad,92,4721,5,291.29,1351.27,3
marathon shoes,broad,41,1694,3,36.56,1247.61,3
gym shoes,exact,254,1703,20,752.63,2240.71,9
winter boots,exact,14,115,0,52.62,0.0,8
hiking shoes,phrase,253,3566,16,242.0,3194.7,8
climbing shoes,broad,148,3818,4,549.72,889.03,5
shoe brands,broad,69,6572,6,313.75,811.0,4
running shoes,phrase,210,3173,2,549.82,536.56,7
shoe colors,exact,92,701,6,160.87,1375.8,8
yoga shoes,phrase,52,1080,4,168.28,841.42,5
 leather shoes ,broad,22,3133,0,73.1,0.0,5
wide fit shoes,phrase,96,3107,5,348.31,444.14,7
running  shoes,exact,67,791,5,319.56,714.25,10
winter boots,phrase,56,2253,5,173.42,388.38,5
shoe clearance,exact,8,101,0,18.27,0.0,8
soccer shoes,broad,270,7617,4,537.84,1421.0,6
skechers memory foam,phrase,79,2399,7,57.22,885.15,8
winter boots,exact,222,1952,15,769.34,966.57,9
women sports shoes,phrase,63,1026,3,62.3,659.28,7
shoe ratings,exact,43,317,2,178.74,  551.14  ,8
SHOE RATINGS,phrase,37,1399,1,106.66,60.34,6
walking shoes,phrase,74,2412,5,65.03,1317.95,8
trail running shoes,exact,94,681,7,335.41,2819.91,7
waterproof shoes,broad,64,2834,74,129.34,1067.16,6
shoe comparison,broad,258,9949,16,1283.9,7487.99,6
brand shoes,phrase,217,2820,3,658.55,1319.43,6
shoe buying guide,phrase,274,4017,16,9999999.99,3054.3,6
brand shoes,broad,,9838,20,228.72,3710.59,6
shoe brands,exact,98,1495,7,333.2,2402.46,10
shoe buying guide,phrase,48,1200,3,234.01,756.17,7
climbing shoes,broad,49,9136,2,85.82,653.35,3
men shoes,broad,24,2412,2,45.21,833.46,5
shoe colors,broad,136,7491,2,520.55,136.51,6
tennis  shoes,exact,48,392,3,163.25,344.8,8
shoe colors,exact,200,1847,13,376.48,1818.13,7
winter boots,exact,242,1968,4,481.6,370.79,9
women sports shoes,broad,202,7565,9,616.36,2329.6,5
crossfit shoes,exact,157,1855,11,103.38,1348.66,7
skechers memory foam,broad,79,3985,2,105.56,917.01,3
shoe discount,phrase,64,1343,2,201.44,328.59,7
men shoes,exact,83,598,1,358.5,356.7,8
shoe store,phrase,311,4378,8,681.47,2931.77,7
hiking shoes,broad,27,1319,1,107.06,231.83,6
shoe sizes,broad,200,8592,7,-9999.99,817.16,6
crossfit shoes,broad,211,6551,8,979.99,1799.31,6
online shoes,broad,36,5675,1,41.8,439.5,4
shoe colors,broad,320,9223,28,1327.53,8655.41,4
adidas ultraboost,broad,47,8014,2,54.82,444.92,3
shoe ratings,broad,44,1499,0,125.9,0.0,3
women sports shoes,exact,45,409,3,156.88,621.33,7
waterproof shoes,broad,352,9394,19,427.48,,3
vans sneakers,phrase,138,3248,4,131.05,254.96,7
formal shoes,phrase,56,2162,2,220.53,853.96,99
crossfit shoes,broad,138,9573,5,265.02,1821.73,6
training shoes,phrase,52,2422,4,192.87,833.64,5
waterproof shoes,exact,139,1165,9,474.02,996.77,7
waterproof shoes,exact,184,1700,17,#290.04#,8096.13,8
summer sandals,phrase,53,1000,2,248.37,139.98,7
shoe promotion,exact,180,1482,16,294.56,5619.63,7
soccer shoes,broad,120,5690,1,110.82,359.9,6
narrow shoes,broad,61,2254,1,300.42,274.31,3
reebok nano,exact,163,1259,6,272.0,1106.57,7
shoe clearance,phrase,127,4881,11,120.18,5409.39,8
tennis shoes,phrase,164,4033,3,92.87,790.72,7
formal shoes,exact,53,363,3,111.87,1376.02,8
marathon shoes,broad,147,9121,4,644.03,1990.9,5
women sports shoes,exact,135,1377,11,648.1,5495.3,10
discount shoes,exact,112,753,1,175.58,155.77,10
shoe colors,phrase,165,4208,10,715.24,1036.95,6
shoe buying guide,phrase,;91;,1615,4,297.33,1877.39,7
wide fit shoes,broad,210,9632,14,513.09,6430.21,5
formal shoes,phrase,188,2945,8,695.82,2201.79,6
adidas ultraboost,exact,90,1073,5,373.95,1404.34,7
winter boots,broad,200,7263,17,  274.35  ,1253.73,3
gym shoes,broad,193,5139,4,268.27,1751.45,4
adidas ultraboost,broad,13,1030,0,18.87,0.0,3
reebok nano,phrase,44,2191,2,42.45,158.62,7
trail running shoes,phrase,285,4940,14,468.54,4419.5,7
wide fit shoes,broad,33,-100,2,93.36,154.0,5
shoe clearance,broad,31,2022,0,32.82,0.0,4
work shoes,phrase,95,4139,3,427.46,828.13,5
kids shoes,phrase,105,3066,5,122.4,753.55,5
leather shoes,exact,115,805,5,558.58,2221.0,10
crossfit shoes,broad,213,8562,4,987.65,296.32,3
luxury shoes,broad,235,9537,2,384.24,570.56,3
narrow shoes,phrase,27,844,1,81.95,453.45,7
tennis shoes,phrase,229,3250,6,279.12,2490.26,6
shoe clearance,broad,,7733,28,600.22,8969.49,3
shoe discount,broad,100,7566,6,195.65,1526.03,6
casual shoes,broad,121,5487,2,332.75,707.61,5
shoe store,exact,24,320,1,105.91,445.14,8
gym shoes,phrase,33,618,0,153.7,0.0,6
online shoes,phrase,82,3974,2,254.45,536.14,8
shoe clearance,broad,51,2653,3,139.54,1477.82,6
puma running,phrase,36,983,1,178.74,430.63,8
narrow shoes,broad,45,2642,2,78.19,914.04,3
shoe  colors,phrase,68,1852,5,46.16,1636.59,8
formal shoes,phrase,112,2156,2,267.14,556.46,5
shoe buying guide,exact,132,1491,12,591.22,5812.64,8
kids shoes,exact,107,1911,8,308.79,1633.12,9
shoe  discount,phrase,321,4540,27,1216.87,6086.39,7
shoe reviews,exact,159,1313,9,652.37,820.43,10
tennis shoes,exact,68,1349,2,241.88,155.81,8
tennis shoes,phrase,23,900,1,102.11,,6
discount shoes,broad,39,5739,1,104.62,421.17,6
women sports shoes,exact,42,,1,27.61,150.45,8
brand shoes,broad,107,8235,8,318.98,1325.27,5
kids shoes,phrase,234,3292,19,408.84,4125.86,7
shoe shop,phrase,123,2678,11,403.52,1364.62,
work shoes,phrase,33,550,1,18.61,165.31,6
kids shoes,exact,136,1890,2,563.83,977.13,10
winter boots,exact,48,331,2,116.32,414.16,8
puma running,broad,316,7937,18,1524.34,5726.3,5
shoe reviews,phrase,76,2146,4,70.82,1358.17,8
adidas ultraboost,exact,175,1445,5,871.91,2004.12,8
shoe brands,phrase,174,3031,4,186.3,1651.42,5
discount shoes,broad,158,8394,5,647.13,1446.04,3
online shoes,broad,102,5909,10,326.46,1680.42,3
climbing shoes,phrase,101,1901,3,56.35,307.07,6
casual shoes,phrase,100,4321,6,164.42,1335.05,8
shoe brands,exact,128,1212,5,284.88,1597.38,9
shoe outlet,phrase,346,4377,26,1454.36,12254.56,6
brand shoes,phrase,197,2852,11,161.58,2979.9,7
running shoes,phrase,149,3965,13,399.45,895.72,5
shoe colors,phrase,87,3170,6,153.11,748.64,6
narrow shoes,phrase,262,3858,18,1161.33,6252.59,5
wide fit shoes,broad,85,2599,4,224.99,975.63,4
narrow shoes,broad,154,9085,9,560.14,1396.35,5
leather  shoes,exact,226,1849,7,631.39,2360.2,10
tennis shoes,phrase,71,2128,81,154.78,1725.58,6
women sports shoes,broad,300,7745,10,768.36,2385.69,4
basketball shoes,phrase,209,4143,2,712.81,894.67,7
reebok nano,exact,30,319,2,120.18,544.97,-5
shoe colors,phrase,222,3022,8,754.31,1908.93,8
adidas ultraboost,phrase,277,4173,19,864.7,1127.41,6
vans sneakers,exact,168,1806,16,381.64,1456.04,8
shoe sizes,broad,119,4371,9,74.0,4494.0,6
training shoes,broad,98,8326,7,279.84,2766.7,3
nike air max,phrase,41,825,3,38.8,1286.07,8
online shoes,phrase,58,1652,2,150.95,156.69,5
crossfit shoes,exact,45,486,2,NULL,938.57,9
shoe comparison,phrase,88,3578,3,364.34,558.94,6
shoe discount,phrase,88,1514,2,48.33,761.86,5
shoe clearance,broad,149,6620,9,188.29,3789.84,3
vans sneakers,phrase,128,4782,8,391.1,1296.04,7
wide fit shoes,exact,95,1359,3,50.23,1341.26,10
shoe shop,broad,43,2672,2,126.25,132.06,5
shoe reviews,exact,37,492,1,184.84,239.26,7
shoe comparison,exact,20,161,1,92.37,148.91,7
shoe models,broad,55,2048,0,270.55,0.0,3
shoe clearance,phrase,298,4969,23,502.19,10958.51,8
summer sandals,phrase,221,3239,15,864.27,1487.71,7
puma running,phrase,150,3428,4,600.77,895.05,8
yoga shoes,phrase,85,1223,6,249.81,2744.52,6
wide fit shoes,phrase,136,3307,9,513.5,4059.51,6
 running shoes ,broad,285,9069,26,150.69,10740.77,3
shoe sale,exact,84,1160,7,336.17,614.33,7
converse all star,exact,49,456,4,241.16,733.87,10
yoga shoes,broad,120,6451,11,153.25,3256.28,5
winter boots,phrase,280,4715,22,573.99,7307.12,8
hiking shoes,exact,207,1839,19,496.74,2920.99,7
shoe discount,exact,16,,0,41.7,0.0,10
shoe shop,phrase,54,2267,2,167.22,690.35,6
brand shoes,phrase,165,3489,3,246.58,807.35,7
skechers memory foam,exact,140,966,2,299.82,847.76,7
nike air max,broad,127,4767,10,72.14,3572.08,3
shoe shop,phrase,121,2674,9,426.37,3675.74,6
tennis shoes,exact,76,1528,3,366.43,412.86,7
tennis shoes,phrase,143,2393,13,642.01,6195.68,5
vans sneakers,phrase,38,1214,1,69.59,450.91,7
shoe promotion,broad,41,8247,2,126.64,202.64,5
casual shoes,exact,71,1093,5,165.43,1715.63,9
tennis shoes,broad,312,7980,4,909.35,1075.86,-3
walking shoes,phrase,27,941,1,109.18,139.27,7
luxury shoes,phrase,156,2291,13,104.2,2359.48,8
marathon shoes,exact,70,726,3,136.14,1322.1,10
gym shoes,broad,48,1504,3,205.28,1187.04,4
shoe discount,phrase,96,2832,9,345.38,3077.84,7
running shoes,phrase,209,4200,9,942.29,3727.45,8
waterproof shoes,broad,120,4305,9,375.75,476.38,5
formal shoes,phrase,154,2858,4,500.28,1323.56,5
shoe clearance,phrase,90,2207,2,238.97,331.58,5
winter boots,broad,95,8996,  1  ,460.94,391.05,3
yoga shoes,broad,65,2835,0,91.5,0.0,4
hiking shoes,phrase,83,2786,5,248.26,1154.53,7
climbing shoes,phrase,283,4182,16,1045.27,4916.54,6
shoe clearance,exact,91,998,3,324.96,631.33,7
reebok nano,phrase,156,2489,1,644.78,395.92,  5  
yoga shoes,broad,162,4392,12,405.12,5294.75,4
women sports shoes,exact,285,1936,16,199.55,6713.38,7
formal shoes,phrase,67,1219,6,253.59,2421.49,7
converse all star,phrase,241,3069,18,938.89,5789.95,5
hiking shoes,broad,69,5879,6,218.15,497.72,6
climbing shoes,phrase,28,605,2,28.52,678.29,7
running shoes,exact,73,1110,3,154.01,701.55,8
shoe sizes,phrase,39,1287,0,131.8,0.0,8
shoe clearance,broad,128,3388,8,414.59,3328.69,3
shoe models,broad,71,3844,6,313.93,1230.69,6
waterproof shoes,exact,182,1716,3,333.64,1293.68,9
REEBOK NANO,broad,89,2458,3,194.63,474.97,5
climbing shoes,exact,106,1416,5,207.55,750.24,7
men shoes,phrase,215,2868,"11,00",982.4,4626.69,7
walking shoes,broad,50,2629,3,26.48,766.92,6
shoe store,exact,160,1590,7,784.8,2300.25,10
shoe store,broad,111,4501,5,208.13,817.93,3
formal shoes,phrase,332,4588,31,1139.97,11883.32,7
reebok nano,phrase,144,4166,13,456.69,"5.238,19",7
shoe comparison,exact,232,1607,15,803.93,4109.09,  7  
wide fit shoes,broad,173,5208,3,353.71,758.8,4
casual shoes,phrase,106,2936,6,180.22,2888.93,5
leather shoes,phrase,77,3580,7,329.7,2710.53,8
shoe store,phrase,222,2969,7,462.13,2831.58,7
men shoes,phrase,117,2068,1,416.49,60.72,5
converse all star,exact,73,917,5,202.05,1137.27,8
kids shoes,exact,234,1598,13,846.42,1542.64,10
wide fit shoes,exact,126,1205,9,226.04,1464.75,
shoe sizes,exact,33,504,2,22.51,177.79,7
shoe models,exact,48,435,2,159.72,504.74,-9
luxury shoes,phrase,259,4297,18,796.18,5766.35,8
skechers memory foam,broad,390,9899,5,1231.93,2256.33,6
soccer shoes,exact,208,1564,9,597.67,2188.9,10
trail running shoes,broad,29,3805,1,41.5,115.76,"6,00"
soccer shoes,exact,58,564,2,267.86,482.56,8
shoe sale,broad,62,8784,0,135.92,0.0,3
shoe outlet,phrase,213,3127,12,432.67,4724.81,5
shoe shop,phrase,53,1415,0,53.36,0.0,7
walking shoes,exact,96,1168,4,339.39,235.83,7
shoe sizes,broad,132,8075,11,447.34,1440.82,4
shoe buying guide,phrase,71,2185,5,87.27,619.79,5
shoe sale,broad,230,9743,7,1030.41,1761.08,6
running shoes,phrase,120,1576,8,200.85,1986.9,5
climbing shoes,broad,58,9525,0,221.62,0.0,6
yoga shoes,broad,76,3013,5,337.24,1479.99,6
leather shoes,exact,41,729,3,81.71,1361.76,8
crossfit shoes,exact,83,695,7,384.86,2972.92,7
work shoes,exact,109,1084,2,240.5,519.89,10
waterproof shoes,broad,87,3209,3,127.84,594.5,3
shoe colors,phrase,161,3685,15,615.34,6134.06,7
shoe comparison,exact,146,1534,13,519.35,4640.03,10
shoe clearance,broad,98,3249,8,420.51,3571.34,4
shoe promotion,exact,7,116,0,24.09,  0.0  ,7
walking shoes,exact,141,1523,9,254.17,1896.68,8
shoe sale,phrase,34,1405,2,133.48,583.34,7
leather shoes,phrase,207,4833,12,293.67,4577.5,8
kids shoes,broad,23,2474,0,67.72,0.0,3
winter boots,broad,41,3191,1,110.79,438.63,3
luxury shoes,broad,84,2962,2,247.54,922.42,5
shoe clearance,broad,116,4864,4,70.29,800.89,4
shoe outlet,phrase,40,1336,3,66.97,1275.07,6
shoe colors,phrase,239,3335,10,444.51,2812.86,5
vans sneakers,exact,108,927,4,344.64,987.88,10
climbing shoes,phrase,86,1153,1,319.17,287.74,7
tennis shoes,broad,173,6512,6,477.99,989.59,5
hiking shoes,phrase,156,3231,4,145.27,1166.22,5
formal shoes,broad,41,5678,0,134.57,0.0,5
casual shoes,broad,55,6374,2,201.11,622.44,4
converse all star,phrase,23,812,0,103.63,0.0,5
training shoes,broad,25,3827,1,93.33,226.65,6
adidas ultraboost,phrase,295,4085,18,1015.37,2110.19,6
leather shoes,phrase,370,4941,30,1255.24,9540.93,8
hiking shoes,exact,109,1136,9,140.94,2024.03,7
online shoes,broad,55,2332,0,206.78,0.0,5
shoe models,exact,19,159,1,89.64,357.08,9
puma running,exact,18,144,1,73.58,330.5,8
nike air max,broad,36,2290,1,161.56,329.58,3
gym shoes,phrase,151,1993,14,231.11,1009.83,8
crossfit shoes,exact,248,1789,24,412.78,5041.32,10
shoe outlet,broad,48,1696,4,63.18,1997.95,3
yoga shoes,exact,156,1580,13,573.14,685.0,9
shoe colors,exact,55,486,3,167.16,466.98,10
yoga shoes,phrase,221,4982,18,956.24,4531.98,5
skechers memory foam,exact,99,822,1,474.25,377.43,7
formal shoes,broad,350,9359,19,1703.43,1802.93,4
adidas ultraboost,broad,123,7942,12,467.59,4868.1,3
kids shoes,phrase,135,1704,5,177.71,1102.53,8
basketball shoes,phrase,62,2888,4,225.86,1556.3,99
discount shoes,phrase,126,1819,2,248.96,478.82,8
narrow shoes,phrase,129,3283,5,454.99,1801.89,8
shoe promotion,broad,168,9187,3,113.63,1336.67,5
soccer shoes,phrase,74,1224,7,187.95,2555.87,5
marathon shoes,phrase,95,1480,1,304.98,124.58,8
